5000 100001
1133 2297 80
1819 4700 49
3681 325 71
4508 1262 78
4893 1001 4
2456 418 33
3163 1472 88
2982 1224 16
4622 662 2
1351 2854 77
1841 4480 45
4130 4068 91
2100 4622 91
4320 4025 69
1675 2526 46
1929 2481 15
673 2968 80
3348 2305 45
2391 2591 20
142 2034 39
2710 1349 3
1792 437 24
756 4700 45
1886 1632 18
3673 990 43
764 2878 26
130 2034 76
1772 270 57
376 1896 63
2452 617 83
1288 3102 25
3426 1597 68
4029 309 22
4606 1347 41
1030 2549 68
2540 1490 86
3506 2429 75
341 3236 16
2157 778 52
1862 1646 80
2736 1604 18
332 2680 56
4804 1128 54
4689 3340 41
1571 3244 35
4606 1137 62
2636 850 10
1832 784 16
1736 1805 1
3660 4313 35
2190 4704 74
4009 446 25
2282 2483 82
1312 112 46
652 2437 40
218 73 29
3913 281 69
4089 1753 61
1878 4926 65
2465 1094 23
4397 4700 1
4743 1234 11
3358 3212 92
2312 4744 15
2714 410 100
1665 1035 79
2054 645 4
1832 1309 35
3628 1068 91
2492 3455 95
3592 1287 26
4004 4793 68
2029 33 41
1463 1361 10
2215 2582 77
1120 3122 99
2028 604 4
404 825 27
341 3192 82
2299 2972 55
1241 2375 83
1312 2984 87
4604 702 42
3411 2910 80
1471 1337 1
2550 424 61
4457 1181 14
1232 4197 4
3833 1926 47
1168 888 96
3590 3141 35
394 2856 58
1312 3654 81
526 1702 93
4551 4408 83
2182 3964 100
2324 2928 9
3492 246 31
1992 2934 87
166 1944 2
4441 1263 91
462 459 55
2597 1656 10
2536 4788 100
3373 1836 11
4655 3827 64
1506 1211 80
2729 2846 47
367 1661 25
2202 128 26
3549 4543 30
4730 1741 20
370 702 60
2975 2965 57
2673 2112 30
979 3874 4
83 2527 85
4506 1805 17
1372 1300 10
3015 388 100
1199 4966 8
2239 2531 59
2419 2565 35
1096 1827 19
1721 373 32
194 2654 3
4084 1473 22
3012 3904 64
4555 2886 87
4005 635 8
1149 4775 17
23 1067 78
1379 670 53
4539 3495 72
1284 3428 51
4433 277 73
1432 367 89
3780 1877 86
4014 886 57
746 3391 55
4821 4689 60
2528 4342 12
772 1711 99
2677 386 32
3565 3042 45
1513 4615 12
4500 2590 29
1275 4233 50
2568 3981 21
3756 2944 53
3116 2746 76
897 93 12
4805 3761 1
3736 4106 26
580 56 67
4267 2960 20
329 2019 13
3409 1280 43
1461 4311 38
321 1508 46
2127 3934 94
3942 2961 36
428 265 15
275 565 75
3440 2488 10
1513 1229 18
2676 499 36
2217 508 46
4662 2600 47
3990 3023 59
3907 4215 23
1101 4854 79
4332 3502 1
4879 4251 36
4204 465 35
1932 2268 18
4056 1507 73
1071 2400 34
1557 3369 26
249 1868 57
3548 2474 34
2309 4087 6
2858 1128 32
4588 361 36
2234 1207 26
3370 2141 16
3658 1742 92
1531 3727 92
4246 4062 53
2501 797 10
2097 2946 65
711 1553 58
3784 4950 67
2462 3162 13
1870 1698 27
25 1007 30
338 3767 4
4146 4420 93
2318 4653 86
3950 330 52
2007 2976 40
1630 1113 73
4880 3079 86
576 1010 93
1950 2461 41
1487 2199 76
2483 84 95
4366 3579 6
3333 3441 54
2520 959 45
2613 4416 95
4622 2803 85
2289 2024 76
4212 3204 40
4677 1637 42
3273 3839 73
2093 1055 62
2278 3340 95
2301 2486 30
1439 2511 87
226 287 39
2374 4910 64
624 2523 48
4092 4951 44
990 3975 62
542 4581 56
1507 1180 26
2003 2712 58
3120 3793 39
4469 2084 24
1665 27 38
1545 191 93
1203 3399 73
2627 171 66
4534 2557 41
4492 388 27
3129 2006 4
3854 4322 38
1769 3809 12
164 1646 60
1675 347 52
244 4572 14
2572 1131 3
1434 1117 47
4926 493 34
3945 4821 15
2942 2354 43
520 1008 25
3480 4522 69
1714 4047 37
4988 2584 90
1704 2448 78
2427 2254 64
594 1113 89
891 1073 72
3153 2141 25
74 977 82
4277 4666 53
2042 1247 5
4167 1912 67
3546 3471 15
483 3725 36
1390 876 96
1385 602 76
3242 1629 65
262 1629 51
4997 2001 78
4024 195 29
735 3121 45
1686 2244 56
1367 3926 88
2286 3325 85
2618 658 80
2051 2159 88
3098 1491 6
3493 4034 41
2771 3522 92
3029 2260 83
165 3709 77
4905 4643 3
2050 4753 28
2520 246 63
800 2676 6
271 355 88
2419 3139 83
1771 696 37
1498 676 27
3894 4164 84
2314 619 80
419 3809 7
707 3705 82
3102 129 49
4712 3713 34
1690 944 45
1916 3809 8
4240 2139 6
2909 657 53
701 3792 24
2300 1731 76
2814 1856 65
38 102 21
1726 845 24
2564 3381 37
2004 3841 17
2953 2502 98
3102 2280 93
2525 1134 84
4998 2995 54
4008 2831 4
1719 4328 59
1377 1256 97
547 1425 12
3947 4050 31
3424 3097 73
1648 1067 68
3705 2264 29
4176 589 86
4249 434 47
1420 2373 47
627 2659 13
2783 3958 91
304 4274 36
335 1868 35
2856 1489 49
426 3742 31
1332 291 31
2348 3320 99
3652 3748 97
1010 2637 21
235 138 20
2003 1340 3
892 1547 25
416 20 20
1150 2101 66
3633 238 77
2206 3482 98
1570 399 13
3676 1439 31
952 2743 41
4310 1424 55
4765 2915 83
1239 856 20
2523 1203 28
2647 2562 2
1875 1645 21
505 633 42
2277 2564 90
1041 654 65
3012 1637 90
106 895 24
2154 3483 71
975 2099 5
346 4515 32
3157 3501 94
4358 16 94
2172 944 66
832 1632 4
4153 2647 34
3237 1795 59
943 2203 28
4379 1647 4
269 1020 25
2499 3619 88
755 3587 17
1956 3796 92
1943 173 36
1526 4911 34
2483 903 38
4540 1333 85
4174 2476 83
2377 2731 41
21 1960 6
274 2120 48
2085 470 38
1530 3805 68
2486 4861 52
4561 2004 55
2731 1060 59
262 4015 46
470 526 81
2718 2787 85
2928 1438 4
4412 4750 42
340 4788 87
2121 2736 3
553 802 54
1807 3931 53
1188 1055 17
4018 461 86
864 1612 89
2120 3434 62
4047 4880 51
3102 1464 82
4565 1967 97
1084 1169 45
4595 4816 31
3850 2358 60
4288 1315 12
2410 170 43
4044 4825 52
2263 4215 56
115 3943 77
3097 1252 100
4347 3156 82
943 1028 45
722 2817 13
2775 4974 91
813 731 19
3456 445 76
1422 1691 93
1548 2700 63
4879 24 81
3422 2695 87
2266 4681 11
353 4270 54
200 3629 28
1254 3230 19
4189 129 64
1243 3135 91
4734 1902 9
2712 1622 40
4217 115 62
2981 323 14
3141 3684 55
3293 2791 56
2002 3145 41
1813 4253 83
460 2988 85
4929 482 74
4873 2272 4
2206 4438 44
3641 1799 25
1163 4886 47
4371 728 17
2239 2193 31
1968 1083 84
1284 4608 86
117 801 37
2617 3510 43
535 3179 22
2101 2521 37
3019 15 86
4375 2940 29
4085 2043 55
3196 4489 47
1945 3727 1
817 260 30
3116 3823 94
4679 300 44
880 3379 52
130 883 11
4571 12 98
1514 2587 30
2396 3802 75
1787 208 37
2248 2190 95
2622 2726 38
1580 1596 77
2111 2943 34
2166 2836 78
1971 3488 83
4123 3581 78
4977 2956 84
1338 3978 43
385 578 65
2702 3431 51
4531 3178 32
4492 494 94
4289 68 20
1975 3350 1
1097 29 46
1795 4742 53
1761 712 46
4081 3695 94
2582 2255 51
4832 3159 45
4216 145 82
3988 3776 25
1397 3288 6
1120 1705 59
2590 2412 24
4794 1550 53
459 4704 11
2155 3898 60
2968 3604 18
2858 4883 17
3187 4881 17
3706 735 31
4251 3595 59
2420 4534 65
2234 511 87
2152 1083 31
3623 4471 70
3965 1264 35
2308 2155 89
511 1346 96
3935 1523 96
3221 3989 6
303 3872 60
454 357 50
1518 695 91
2271 952 55
239 3572 63
816 1859 8
260 1122 22
4056 1730 19
2842 2435 35
3024 1933 50
1602 4414 40
2459 4980 61
4133 1808 94
627 3676 30
666 3260 88
755 819 53
358 325 78
334 215 64
955 3233 30
4562 1588 99
3812 1788 24
2089 3023 27
2363 1888 96
3761 1585 12
805 1734 88
2555 3127 14
3174 2608 52
63 2907 66
1695 4747 18
1775 3950 12
3006 1577 44
1391 4512 55
2176 1602 32
2551 3855 44
2476 323 74
2413 1815 9
1282 4995 25
4367 3267 20
910 623 34
4209 1066 7
4658 4010 36
4261 3373 19
2346 3129 36
2390 1819 15
280 1630 74
3598 1199 20
4451 2397 14
404 4235 46
252 514 20
2188 3140 57
2833 577 26
2436 407 67
1743 3499 29
1358 3357 52
2166 3251 45
2195 1476 36
976 2891 75
2439 816 58
1318 2619 72
1818 2117 25
2617 1868 11
2900 206 86
350 4291 94
3332 2290 14
1145 1272 18
943 620 51
3537 1630 13
3617 707 72
4147 272 46
4760 533 88
3048 4174 69
1458 3286 48
903 1243 38
3838 1702 86
3080 434 82
2550 2030 56
4775 913 38
4234 1875 76
4440 1839 62
3804 2252 69
3933 3472 73
4420 1064 75
4531 1357 67
680 1619 91
1508 2701 44
481 1106 74
428 3029 81
4434 879 99
4268 3998 42
564 3519 72
3392 304 79
2365 2989 94
1538 4775 45
1124 1363 86
2512 147 82
2517 945 79
1032 451 16
2182 4502 3
1255 1769 18
300 652 80
3505 1573 41
3155 3594 52
336 4736 60
78 2381 76
4512 4903 13
3444 3129 45
612 3249 92
3210 3835 11
73 1241 50
1117 2831 50
2155 1066 8
67 504 73
2488 2205 93
3967 3292 79
4922 2997 8
1695 3760 36
2386 1667 89
1738 3469 63
1636 1261 28
2847 1105 10
33 3808 39
4314 980 90
2140 1471 16
1880 1181 50
3603 1539 2
304 1501 12
4290 4319 23
2001 2583 22
3493 1514 45
2515 1330 16
4052 44 26
613 3467 92
2709 1809 34
720 2450 53
4160 1662 22
2226 1449 72
3486 1724 26
2231 4774 68
3623 1805 43
3378 2555 42
4543 1015 82
608 2332 30
675 3181 75
2266 1493 56
3142 155 65
1389 3879 76
2516 73 75
2153 3621 62
2337 1092 28
720 3247 33
4608 4381 95
3849 340 88
3222 4808 76
4072 998 99
482 775 96
3204 604 65
404 1425 43
2071 1995 73
1510 3376 50
3264 2875 94
249 2269 48
656 2851 26
530 231 12
1981 4222 70
1558 3389 57
2470 2164 34
4694 3997 24
2416 4297 95
1424 4948 63
1279 739 86
3199 4648 78
3567 3463 63
769 3754 47
4610 3706 5
1336 3753 71
1984 2365 56
414 2802 59
2478 3331 62
467 1632 21
2460 2324 93
3538 720 93
1333 1072 27
3112 1283 74
49 4175 63
1084 990 87
1615 1750 35
2675 3418 95
1752 1194 71
1052 2743 100
835 3126 44
3250 1349 10
2371 436 25
4156 333 95
1171 3326 90
1159 4953 14
562 4015 96
2373 2232 82
663 1705 43
372 2720 77
2511 1069 47
295 4319 1
3060 2115 79
605 3632 38
3024 3389 91
550 867 63
573 344 38
1499 4743 85
1997 2671 27
4425 1593 4
4418 1365 54
4334 1108 36
4530 1476 77
2381 3719 28
255 407 61
3010 2792 100
3102 1146 9
4770 2850 95
3416 3931 59
917 142 20
604 3911 95
36 4463 82
2618 2470 69
152 1968 68
505 1292 89
365 1521 45
3861 2934 52
1053 2380 4
1254 4964 87
617 2682 21
4169 4032 97
1184 734 14
32 4853 42
2131 1084 44
2509 3668 51
3442 1158 2
4734 191 34
2670 3880 59
4791 1775 58
1778 3340 89
2433 4371 95
3127 4480 24
1856 4151 23
2084 1403 40
1242 3709 25
1705 610 81
247 316 20
2887 1124 98
320 3357 84
4425 1853 12
104 4150 82
2050 4 11
2648 3507 63
4900 2905 99
3453 2666 64
3343 4815 3
3970 2802 71
4629 385 78
3222 1601 38
1035 3990 83
